"shortDescription","description","founded","city","country","industries/0","industries/1","industries/2","shortDescription_tokenize"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","pet"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","wearables"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","the"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","next"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","multi"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","billion"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","dollar"
"Pet wearables. The Next multi-billion dollar market.","Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ","2016-02-01","Helsinki","Global","sports","retail","digital_health","market"
"Connecting companies with advisors","Boardio connects companies with skilled individuals available for advisory work. Boardio has a global pool of over 2000 candidates with skills and availability for advisory and board positions. Companies needing external advisors can post an recruitment ad for free and let interested advisors apply. Companies can also browse advisor base and contact the ones that seem to have skills needed. Using Boardio is free for both companies and individuals. Premium packages are also available.","2016-01-01","ESPOO","Finland","marketing_and_communication","NULL","NULL","connecting"
"Connecting companies with advisors","Boardio connects companies with skilled individuals available for advisory work. Boardio has a global pool of over 2000 candidates with skills and availability for advisory and board positions. Companies needing external advisors can post an recruitment ad for free and let interested advisors apply. Companies can also browse advisor base and contact the ones that seem to have skills needed. Using Boardio is free for both companies and individuals. Premium packages are also available.","2016-01-01","ESPOO","Finland","marketing_and_communication","NULL","NULL","companies"
"Connecting companies with advisors","Boardio connects companies with skilled individuals available for advisory work. Boardio has a global pool of over 2000 candidates with skills and availability for advisory and board positions. Companies needing external advisors can post an recruitment ad for free and let interested advisors apply. Companies can also browse advisor base and contact the ones that seem to have skills needed. Using Boardio is free for both companies and individuals. Premium packages are also available.","2016-01-01","ESPOO","Finland","marketing_and_communication","NULL","NULL","with"
"Connecting companies with advisors","Boardio connects companies with skilled individuals available for advisory work. Boardio has a global pool of over 2000 candidates with skills and availability for advisory and board positions. Companies needing external advisors can post an recruitment ad for free and let interested advisors apply. Companies can also browse advisor base and contact the ones that seem to have skills needed. Using Boardio is free for both companies and individuals. Premium packages are also available.","2016-01-01","ESPOO","Finland","marketing_and_communication","NULL","NULL","advisors"
